Incident_ID,Raw_Log_Timestamp,Target_Server,Vector_Type,Containment_Time_Hrs
INC-04001,2025-01-12 20:59:00 [WARN],SRV-004, Brute_Force,13
INC-04002,2025-09-17_22:22:00 [ERROR],SRV-006, Brute_Force,82
INC-04003,2025-10-21 13:13:00 [WARN],SRV-002,Insider_Threat,138
INC-04004,2025-05-25 15:08:00 [WARN],SRV-002,zero_day,44
INC-04005,2025-10-28 05:11:00 [WARN],SRV-003, SQL_Injection ,74
INC-04006,2025-07-22 20:41:00 [WARN],SRV-006,Insider_Threat,14
INC-04007,2025-10-01 21:21:00 [WARN],SRV-002,Malware_Dropper,102
INC-04008,2025-04-13 14:18:00 [WARN],SRV-008,phishing,44
INC-04009,2025-03-25 13:10:00 [WARN],SRV-003,cross_site_scripting,131
INC-04010,2025-09-01 12:59:00 [WARN],SRV-007, Brute_Force,58
INC-04011,2025-08-23 03:17:00 [WARN],SRV-008,Zero_Day,58
INC-04012,2025-06-27 22:45:00 [WARN],SRV-004,Malware_Dropper,89
INC-04013,2025-05-16 23:00:00 [WARN],SRV-007, Brute_Force,111
INC-04014,2025-06-16 01:54:00 [WARN],SRV-001,cross_site_scripting,18
INC-04015,2025-12-11 18:23:00 [WARN],SRV-004, Brute_Force,84 hrs
INC-04016,2025-01-23 18:16:00 [WARN],SRV-002, brute_force,117
INC-04017,2025-01-22 06:03:00 [WARN],SRV-008,Ransomware,59
INC-04018,2025-05-19 11:18:00 [WARN],SRV-004,Insider_Threat,105
INC-04019,2025-06-11 04:21:00 [WARN],SRV-006,Zero_Day,106
INC-04020,2025-09-25 08:30:00 [WARN],SRV-005,Insider_Threat,8
INC-04021,2025-12-04 08:37:00 [WARN],SRV-003, DDoS ,67
INC-04022,2025-10-29 11:51:00 [WARN],SRV-001,Cross_Site_Scripting,82
INC-04023,2025-01-03 18:28:00 [WARN],SRV-008, sql_injection ,1
INC-04024,2025-11-23 16:11:00 [WARN],SRV-008,zero_day,45
INC-04025,2025-08-18 03:04:00 [WARN],SRV-007, DDoS ,113
INC-04026,2025-10-05 09:37:00 [WARN],SRV-008,Malware_Dropper,123
INC-04027,2025-01-15_12:04:00 [ERROR],SRV-004,Malware_Dropper,52
INC-04028,2025-09-01 13:56:00 [WARN],SRV-002, DDoS ,76
INC-04029,2025-06-16 05:46:00 [WARN],SRV-006, Brute_Force,43
INC-04030,2025-11-11 20:55:00 [WARN],SRV-003,Phishing,42
INC-04031,2025-05-04 08:42:00 [WARN],SRV-001,Zero_Day,98
INC-04032,2025-03-12_23:17:00 [ERROR],SRV-003, SQL_Injection ,52
INC-04033,2025-10-16_23:12:00 [ERROR],SRV-007,Cross_Site_Scripting,14
INC-04034,2025-08-29 10:53:00 [WARN],SRV-004,Cross_Site_Scripting,76
INC-04035,2025-02-02 07:09:00 [WARN],SRV-006,Phishing,96
INC-04036,2025-08-12 18:34:00 [WARN],SRV-004,Phishing,57
INC-04037,2025-04-27_07:45:00 [ERROR],SRV-005,Zero_Day,138
INC-04038,2025-05-01 19:16:00 [WARN],SRV-001,Phishing,71
INC-04039,2026-01-01 16:10:00 [WARN],SRV-004,Zero_Day,23
INC-04040,2025-04-15 23:02:00 [WARN],SRV-001,Zero_Day,149
INC-04041,2025-12-30 10:06:00 [WARN],SRV-004,Zero_Day,95
INC-04042,2025-03-18_04:36:00 [ERROR],SRV-005,cross_site_scripting,133
INC-04043,2025-02-21_04:33:00 [ERROR],SRV-008,Ransomware,81
INC-04044,2025-08-25 15:06:00 [WARN],SRV-003,insider_threat,35
INC-04045,2025-07-16 06:21:00 [WARN],SRV-005,Zero_Day,146
INC-04046,2025-04-20 12:19:00 [WARN],SRV-001,insider_threat,73
INC-04047,2026-01-01 15:01:00 [WARN],SRV-002, sql_injection ,51
INC-04048,2025-05-19 09:06:00 [WARN],SRV-003,Cross_Site_Scripting,105
INC-04049,2025-11-13 19:23:00 [WARN],SRV-004,phishing,105
INC-04050,2025-04-16 11:47:00 [WARN],SRV-004,Malware_Dropper,39
INC-04051,2025-03-23 08:46:00 [WARN],SRV-005, DDoS ,126
INC-04052,2025-06-25 22:22:00 [WARN],SRV-003,Phishing,150
INC-04053,2025-12-09 10:13:00 [WARN],SRV-002,Zero_Day,149
INC-04054,2025-08-09 14:53:00 [WARN],SRV-007,Malware_Dropper,65
INC-04055,2025-02-22_16:05:00 [ERROR],SRV-006, brute_force,40
INC-04056,2025-10-02 19:59:00 [WARN],SRV-002, Brute_Force,
INC-04057,2025-11-02 19:10:00 [WARN],SRV-005,Phishing,13 hrs
INC-04058,2025-03-25 07:59:00 [WARN],SRV-004,Zero_Day,150
INC-04059,2025-09-10 02:13:00 [WARN],SRV-007,Zero_Day,133
INC-04060,2025-05-10 01:38:00 [WARN],SRV-008, DDoS ,38
INC-04061,2025-04-24 19:04:00 [WARN],SRV-006,phishing,12
INC-04062,2025-02-23 18:41:00 [WARN],SRV-006,Malware_Dropper,10
INC-04063,2025-07-20 20:40:00 [WARN],SRV-005, DDoS ,16 hrs
INC-04064,2025-10-15 07:31:00 [WARN],SRV-005,ransomware,141
INC-04065,2025-12-28_00:18:00 [ERROR],SRV-004, DDoS ,131
INC-04066,2025-02-22_22:46:00 [ERROR],SRV-002,Insider_Threat,57
INC-04067,2025-01-31 17:13:00 [WARN],SRV-001,Zero_Day,36
INC-04068,2025-03-06 14:59:00 [WARN],SRV-007, Brute_Force,65
INC-04069,2025-05-28 00:25:00 [WARN],SRV-004, Brute_Force,23
INC-04070,2025-11-25_11:25:00 [ERROR],SRV-005,Malware_Dropper,104
INC-04071,2025-08-04_00:14:00 [ERROR],SRV-007,Malware_Dropper,124
INC-04072,2025-10-04 11:59:00 [WARN],SRV-004,Phishing,36
INC-04073,2026-01-01 21:03:00 [WARN],SRV-003,Insider_Threat,33
INC-04074,2025-08-24 01:26:00 [WARN],SRV-004, Brute_Force,22
INC-04075,2025-10-22 20:52:00 [WARN],SRV-007,Insider_Threat,87
INC-04076,2025-01-25 01:46:00 [WARN],SRV-003,insider_threat,145
INC-04077,2025-04-29 02:46:00 [WARN],SRV-001,Cross_Site_Scripting,67
INC-04078,2025-08-23 10:28:00 [WARN],SRV-004, DDoS ,98
INC-04079,2025-09-18 07:01:00 [WARN],SRV-005, Brute_Force,80
INC-04080,2025-10-16 09:12:00 [WARN],SRV-004, SQL_Injection ,101
INC-04081,2025-04-20 19:47:00 [WARN],SRV-005,Ransomware,8
INC-04082,2025-10-13 04:07:00 [WARN],SRV-007,Phishing,80
INC-04083,2025-11-18 23:36:00 [WARN],SRV-007,Zero_Day,18
INC-04084,2025-02-08 22:46:00 [WARN],SRV-001,Zero_Day,92 hrs
INC-04085,2025-05-16 06:20:00 [WARN],SRV-005,Malware_Dropper,137
INC-04086,2025-11-28 14:48:00 [WARN],SRV-006,Cross_Site_Scripting,75
INC-04087,2025-12-14 23:06:00 [WARN],SRV-002,phishing,34
INC-04088,2025-05-26 13:39:00 [WARN],SRV-001,Zero_Day,32
INC-04089,2025-09-11 02:04:00 [WARN],SRV-003,zero_day,34
INC-04090,2025-02-22 04:08:00 [WARN],SRV-008,phishing,53
INC-04091,2025-05-13 10:23:00 [WARN],SRV-002,Zero_Day,72
INC-04092,2025-03-20 18:04:00 [WARN],SRV-001, Brute_Force,60
INC-04093,2025-09-09 22:19:00 [WARN],SRV-008,cross_site_scripting,148
INC-04094,2025-09-04 08:32:00 [WARN],SRV-003, Brute_Force,138
INC-04095,2025-02-13 03:01:00 [WARN],SRV-007, sql_injection ,57
INC-04096,2025-03-31 00:42:00 [WARN],SRV-002,zero_day,52
INC-04097,2025-08-24 05:46:00 [WARN],SRV-006,zero_day,28 hrs
INC-04098,2025-08-24 21:07:00 [WARN],SRV-007,insider_threat,101
INC-04099,2025-11-28 09:43:00 [WARN],SRV-006,Insider_Threat,100
INC-04100,2025-05-29 18:20:00 [WARN],SRV-005, DDoS ,43
INC-04101,2025-06-04 03:42:00 [WARN],SRV-001, Brute_Force,117
INC-04102,2025-01-01 23:51:00 [WARN],SRV-003, Brute_Force,141
INC-04103,2025-01-31 23:41:00 [WARN],SRV-002, DDoS ,1
INC-04104,2025-11-25 19:21:00 [WARN],SRV-008,Ransomware,115
INC-04105,2025-02-27 04:42:00 [WARN],SRV-007,insider_threat,140
INC-04106,2025-03-17 00:42:00 [WARN],SRV-001,Malware_Dropper,76
INC-04107,2025-01-16 12:14:00 [WARN],SRV-004,Zero_Day,73
INC-04108,2025-04-02 20:22:00 [WARN],SRV-005,Cross_Site_Scripting,140
INC-04109,2025-03-27 03:06:00 [WARN],SRV-002,Zero_Day,108
INC-04110,2025-10-21 21:38:00 [WARN],SRV-001,Insider_Threat,108
INC-04111,2025-05-29 17:44:00 [WARN],SRV-002,Phishing,91
INC-04112,2025-08-11 12:08:00 [WARN],SRV-006,Cross_Site_Scripting,37
INC-04113,2025-10-13 11:09:00 [WARN],SRV-001,Cross_Site_Scripting,91
INC-04114,2025-09-09 22:33:00 [WARN],SRV-004,Insider_Threat,67
INC-04115,2025-07-17 08:58:00 [WARN],SRV-003,Cross_Site_Scripting,149
INC-04116,2025-11-04_21:44:00 [ERROR],SRV-002,Zero_Day,76 hrs
INC-04117,2025-11-09 07:17:00 [WARN],SRV-001,Malware_Dropper,107
INC-04118,2025-07-19 07:59:00 [WARN],SRV-005, ddos ,115
INC-04119,2025-03-21 11:29:00 [WARN],SRV-003,Zero_Day,12
INC-04120,2025-10-29 12:32:00 [WARN],SRV-006,Malware_Dropper,37
INC-04121,2025-01-18 22:25:00 [WARN],SRV-002,Phishing,33
INC-04122,2025-09-28 01:34:00 [WARN],SRV-003,Ransomware,104
INC-04123,2025-10-02 18:08:00 [WARN],SRV-006,Cross_Site_Scripting,78
INC-04124,2025-01-31 06:44:00 [WARN],SRV-003, Brute_Force,81
INC-04125,2025-07-08 07:46:00 [WARN],SRV-002, sql_injection ,101
INC-04126,2025-03-19 13:09:00 [WARN],SRV-007,malware_dropper,29
INC-04127,2025-04-11 16:49:00 [WARN],SRV-008,Insider_Threat,39
INC-04128,2025-08-13 10:45:00 [WARN],SRV-008, sql_injection ,74
INC-04129,2025-10-29 11:24:00 [WARN],SRV-008, SQL_Injection ,133
INC-04130,2025-07-02 12:22:00 [WARN],SRV-006,Insider_Threat,9
INC-04131,2025-10-01 18:46:00 [WARN],SRV-004,malware_dropper,54
INC-04132,2025-08-13 00:39:00 [WARN],SRV-004,Phishing,76
INC-04133,2025-05-02 22:38:00 [WARN],SRV-004,Cross_Site_Scripting,5
INC-04134,2026-01-01 09:31:00 [WARN],SRV-005,Ransomware,31
INC-04135,2025-03-07 21:19:00 [WARN],SRV-006,Cross_Site_Scripting,148
INC-04136,2025-01-20 12:55:00 [WARN],SRV-008, SQL_Injection ,57
INC-04137,2025-07-06 18:26:00 [WARN],SRV-003, SQL_Injection ,43 hrs
INC-04138,2025-05-07 01:08:00 [WARN],SRV-007, brute_force,144
INC-04139,2025-06-02_01:12:00 [ERROR],SRV-007,Insider_Threat,122
INC-04140,2025-12-10 01:19:00 [WARN],SRV-002,Cross_Site_Scripting,57
INC-04141,2025-01-28 22:01:00 [WARN],SRV-005,malware_dropper,58
INC-04142,2025-07-19 19:38:00 [WARN],SRV-007,Cross_Site_Scripting,93
INC-04143,2025-06-01 03:20:00 [WARN],SRV-006,Cross_Site_Scripting,42
INC-04144,2025-03-20_06:10:00 [ERROR],SRV-005,Ransomware,137
INC-04145,2026-01-01 14:03:00 [WARN],SRV-002,Insider_Threat,118
INC-04146,2025-12-09_16:33:00 [ERROR],SRV-008, Brute_Force,110
INC-04147,2025-04-25 18:44:00 [WARN],SRV-006,ransomware,59 hrs
INC-04148,2025-03-18 08:36:00 [WARN],SRV-003,Phishing,92
INC-04149,2025-02-28 11:43:00 [WARN],SRV-004,Insider_Threat,2
INC-04150,2025-01-11 01:23:00 [WARN],SRV-006, ddos ,113
INC-04151,2025-03-03 00:07:00 [WARN],SRV-005, DDoS ,147
INC-04152,2025-05-31 13:10:00 [WARN],SRV-004,Zero_Day,85
INC-04153,2025-06-09 11:31:00 [WARN],SRV-001,Cross_Site_Scripting,84
INC-04154,2025-05-28 04:56:00 [WARN],SRV-008,Phishing,64
INC-04155,2025-02-07 01:23:00 [WARN],SRV-003, DDoS ,2
INC-04156,2025-07-14 07:19:00 [WARN],SRV-006,Zero_Day,58
INC-04157,2025-09-14 17:36:00 [WARN],SRV-006,Malware_Dropper,53 hrs
INC-04158,2025-05-12 04:43:00 [WARN],SRV-007, ddos ,138
INC-04159,2025-08-18 07:23:00 [WARN],SRV-005, DDoS ,149
INC-04160,2025-04-08 11:16:00 [WARN],SRV-002, Brute_Force,38
INC-04161,2025-04-03 13:54:00 [WARN],SRV-007,Phishing,39
INC-04162,2025-06-29 18:37:00 [WARN],SRV-003,Malware_Dropper,12
INC-04163,2025-08-06 14:37:00 [WARN],SRV-005, brute_force,72
INC-04164,2025-01-30 09:18:00 [WARN],SRV-005, Brute_Force,83
INC-04165,2025-05-31 16:07:00 [WARN],SRV-001,Phishing,33
INC-04166,2025-11-15 17:36:00 [WARN],SRV-001, SQL_Injection ,27
INC-04167,2025-04-23 11:07:00 [WARN],SRV-007,Ransomware,1
INC-04168,2025-10-04 23:51:00 [WARN],SRV-004, Brute_Force,54
INC-04169,2025-04-11 04:07:00 [WARN],SRV-003, SQL_Injection ,124
INC-04170,2025-06-04_20:19:00 [ERROR],SRV-002,Ransomware,114
INC-04171,2025-12-13 08:33:00 [WARN],SRV-007, brute_force,39
INC-04172,2025-03-08 20:03:00 [WARN],SRV-001, SQL_Injection ,138
INC-04173,2025-05-12 21:25:00 [WARN],SRV-002,Zero_Day,113
INC-04174,2025-12-16 09:29:00 [WARN],SRV-007, Brute_Force,71
INC-04175,2025-08-24 19:12:00 [WARN],SRV-008, SQL_Injection ,121
INC-04176,2025-02-17 18:58:00 [WARN],SRV-007,Phishing,69
INC-04177,2025-03-27 05:30:00 [WARN],SRV-001, SQL_Injection ,82
INC-04178,2025-06-08 16:52:00 [WARN],SRV-007,cross_site_scripting,118
INC-04179,2025-08-29 11:45:00 [WARN],SRV-001, SQL_Injection ,86
INC-04180,2025-11-18 23:26:00 [WARN],SRV-003,Insider_Threat,52
INC-04181,2025-08-30_20:55:00 [ERROR],SRV-002, SQL_Injection ,18
INC-04182,2025-10-17 15:42:00 [WARN],SRV-003,Malware_Dropper,139
INC-04183,2025-02-21 14:20:00 [WARN],SRV-002, DDoS ,79
INC-04184,2025-06-04 01:24:00 [WARN],SRV-004,Phishing,124
INC-04185,2025-07-04 10:51:00 [WARN],SRV-002,Cross_Site_Scripting,43
INC-04186,2025-06-14 01:12:00 [WARN],SRV-008, DDoS ,107
INC-04187,2025-07-29 08:06:00 [WARN],SRV-005,ransomware,140
INC-04188,2025-08-20 19:35:00 [WARN],SRV-007, Brute_Force,91
INC-04189,2025-03-01 12:53:00 [WARN],SRV-007, SQL_Injection ,26
INC-04190,2025-09-28 01:41:00 [WARN],SRV-007,Malware_Dropper,36
INC-04191,2025-04-12 16:55:00 [WARN],SRV-006,Phishing,49
INC-04192,2025-11-04 07:00:00 [WARN],SRV-005,Ransomware,48
INC-04193,2025-03-24 18:39:00 [WARN],SRV-005,zero_day,83
INC-04194,2025-09-18 14:27:00 [WARN],SRV-002,Insider_Threat,87
INC-04195,2025-09-10 21:22:00 [WARN],SRV-006, Brute_Force,127
INC-04196,2025-07-01_09:25:00 [ERROR],SRV-001,Insider_Threat,77
INC-04197,2025-09-12 07:44:00 [WARN],SRV-006,Phishing,112
INC-04198,2025-10-06 14:11:00 [WARN],SRV-002,Ransomware,114
INC-04199,2025-01-11 01:04:00 [WARN],SRV-006, Brute_Force,24
INC-04200,2025-01-09 06:26:00 [WARN],SRV-005,insider_threat,61
INC-04201,2025-06-09 12:02:00 [WARN],SRV-008,malware_dropper,62
INC-04202,2025-03-24_20:44:00 [ERROR],SRV-007,Phishing,115
INC-04203,2025-03-20 06:05:00 [WARN],SRV-001,phishing,75
INC-04204,2025-02-04 11:40:00 [WARN],SRV-002, Brute_Force,46
INC-04205,2025-03-06 08:21:00 [WARN],SRV-005, Brute_Force,147
INC-04206,2025-12-29 01:41:00 [WARN],SRV-004, SQL_Injection ,95
INC-04207,2025-09-14 02:27:00 [WARN],SRV-001,Ransomware,10
INC-04208,2025-07-26 17:39:00 [WARN],SRV-007,Phishing,33
INC-04209,2025-01-29 12:20:00 [WARN],SRV-004,Cross_Site_Scripting,40
INC-04210,2025-01-03 02:11:00 [WARN],SRV-006,Insider_Threat,8
INC-04211,2025-07-27 05:04:00 [WARN],SRV-007,Cross_Site_Scripting,83
INC-04212,2025-06-27 00:08:00 [WARN],SRV-005, Brute_Force,20 hrs
INC-04213,2025-06-15 03:54:00 [WARN],SRV-005, SQL_Injection ,37
INC-04214,2025-08-18 17:00:00 [WARN],SRV-002, SQL_Injection ,28
INC-04215,2025-01-10 22:34:00 [WARN],SRV-008, Brute_Force,128
INC-04216,2025-04-03 04:55:00 [WARN],SRV-001,Cross_Site_Scripting,142
INC-04217,2025-01-18 16:35:00 [WARN],SRV-001, Brute_Force,102
INC-04218,2025-12-06 21:51:00 [WARN],SRV-003,zero_day,110
INC-04219,2025-11-29 09:38:00 [WARN],SRV-007, ddos ,27
INC-04220,2025-08-05 23:54:00 [WARN],SRV-004, SQL_Injection ,20
INC-04221,2025-01-23 08:35:00 [WARN],SRV-004,phishing,78
INC-04222,2025-08-29 17:58:00 [WARN],SRV-005,ransomware,
INC-04223,2025-02-02 17:37:00 [WARN],SRV-003,Ransomware,109
INC-04224,2025-03-10 08:01:00 [WARN],SRV-004,malware_dropper,146
INC-04225,2025-04-10 14:08:00 [WARN],SRV-008,insider_threat,127
INC-04226,2025-07-23 12:03:00 [WARN],SRV-006,Zero_Day,32
INC-04227,2025-06-22 02:05:00 [WARN],SRV-003, SQL_Injection ,36
INC-04228,2025-12-03_02:39:00 [ERROR],SRV-003, Brute_Force,91
INC-04229,2025-10-22 13:57:00 [WARN],SRV-002,Insider_Threat,18
INC-04230,2025-11-21 22:44:00 [WARN],SRV-001,Cross_Site_Scripting,104
INC-04231,2025-12-16_22:44:00 [ERROR],SRV-006, SQL_Injection ,110
INC-04232,2025-12-28 16:29:00 [WARN],SRV-001,Phishing,14
INC-04233,2025-09-23 02:17:00 [WARN],SRV-003,Ransomware,117
INC-04234,2025-03-10 05:19:00 [WARN],SRV-004,Phishing,102
INC-04235,2025-07-19 11:39:00 [WARN],SRV-002, DDoS ,141
INC-04236,2025-04-05 15:12:00 [WARN],SRV-002, DDoS ,124
INC-04237,2025-07-13 01:07:00 [WARN],SRV-008,Phishing,61
INC-04238,2025-05-21 00:10:00 [WARN],SRV-002,Cross_Site_Scripting,81
INC-04239,2025-12-30 08:15:00 [WARN],SRV-001, Brute_Force,16
INC-04240,2025-08-12 06:50:00 [WARN],SRV-005,Cross_Site_Scripting,27
INC-04241,2025-06-25 22:49:00 [WARN],SRV-007,Malware_Dropper,78
INC-04242,2025-09-07 07:41:00 [WARN],SRV-004,Ransomware,81
INC-04243,2025-11-11 06:17:00 [WARN],SRV-005, ddos ,34
INC-04244,2025-11-21 12:49:00 [WARN],SRV-005, DDoS ,27
INC-04245,2025-04-29 00:20:00 [WARN],SRV-007,Insider_Threat,146
INC-04246,2025-11-04 15:52:00 [WARN],SRV-008,zero_day,30
INC-04247,2025-06-22 08:24:00 [WARN],SRV-007,Zero_Day,135
INC-04248,2025-05-03 08:39:00 [WARN],SRV-004,Malware_Dropper,97
INC-04249,2025-02-05 19:04:00 [WARN],SRV-007,Zero_Day,19
INC-04250,2025-03-11 04:37:00 [WARN],SRV-008,Malware_Dropper,119
INC-04251,2025-02-25_23:35:00 [ERROR],SRV-004, brute_force,131
INC-04252,2025-07-02_07:41:00 [ERROR],SRV-008,Insider_Threat,128
INC-04253,2025-07-03 14:40:00 [WARN],SRV-008,Zero_Day,61
INC-04254,2025-07-28 02:28:00 [WARN],SRV-008,ransomware,42
INC-04255,2025-09-25_22:30:00 [ERROR],SRV-003,Ransomware,142
INC-04256,2025-06-05_01:57:00 [ERROR],SRV-003,Zero_Day,97 hrs
INC-04257,2025-12-02 16:53:00 [WARN],SRV-006,cross_site_scripting,146
INC-04258,2025-03-04 17:34:00 [WARN],SRV-003, DDoS ,108
INC-04259,2025-08-07 06:30:00 [WARN],SRV-006,Phishing,91
INC-04260,2025-06-24 19:25:00 [WARN],SRV-003,Cross_Site_Scripting,88
INC-04261,2025-11-09 19:54:00 [WARN],SRV-002,Zero_Day,47
INC-04262,2025-02-19 05:10:00 [WARN],SRV-002,Malware_Dropper,61
INC-04263,2025-01-01 19:19:00 [WARN],SRV-004,Malware_Dropper,70
INC-04264,2025-09-29 01:26:00 [WARN],SRV-002,Malware_Dropper,109
INC-04265,2025-12-05 17:13:00 [WARN],SRV-003, SQL_Injection ,58
INC-04266,2025-01-24 02:11:00 [WARN],SRV-006,Cross_Site_Scripting,133
INC-04267,2025-02-10 12:29:00 [WARN],SRV-007, SQL_Injection ,27
INC-04268,2025-08-07 00:16:00 [WARN],SRV-002, brute_force,6
INC-04269,2025-02-16_11:51:00 [ERROR],SRV-006,Phishing,44
INC-04270,2025-09-26 22:17:00 [WARN],SRV-006,Zero_Day,133 hrs
INC-04271,2025-05-02 05:13:00 [WARN],SRV-002,ransomware,140
INC-04272,2025-01-10 13:46:00 [WARN],SRV-007,Malware_Dropper,12
INC-04273,2025-06-08 00:46:00 [WARN],SRV-002,Cross_Site_Scripting,6
INC-04274,2025-04-04 07:32:00 [WARN],SRV-006, Brute_Force,1
INC-04275,2025-09-02 01:18:00 [WARN],SRV-002,phishing,43
INC-04276,2025-11-22 14:51:00 [WARN],SRV-001,Cross_Site_Scripting,2
INC-04277,2025-04-22 12:38:00 [WARN],SRV-004,ransomware,91
INC-04278,2025-02-16 04:52:00 [WARN],SRV-003, SQL_Injection ,92
INC-04279,2025-10-07 08:46:00 [WARN],SRV-007, DDoS ,6
INC-04280,2025-01-03 23:20:00 [WARN],SRV-003,ransomware,104
INC-04281,2025-10-26 04:21:00 [WARN],SRV-003,Malware_Dropper,139
INC-04282,2025-10-12 10:06:00 [WARN],SRV-008,Zero_Day,125
INC-04283,2025-11-02 08:28:00 [WARN],SRV-007,Malware_Dropper,96
INC-04284,2025-06-27 23:48:00 [WARN],SRV-006, DDoS ,110
INC-04285,2025-10-08 17:31:00 [WARN],SRV-006,zero_day,16
INC-04286,2025-01-12 21:44:00 [WARN],SRV-004,Ransomware,76
INC-04287,2025-04-11 06:19:00 [WARN],SRV-007, Brute_Force,111
INC-04288,2025-08-12 06:50:00 [WARN],SRV-006,Zero_Day,125
INC-04289,2025-12-29 21:02:00 [WARN],SRV-001,Phishing,138
INC-04290,2025-11-16 13:02:00 [WARN],SRV-004,Phishing,97
INC-04291,2025-09-13 14:31:00 [WARN],SRV-001,Insider_Threat,115
INC-04292,2025-09-10 11:27:00 [WARN],SRV-003, DDoS ,122 hrs
INC-04293,2025-04-03 01:07:00 [WARN],SRV-008,Zero_Day,6 hrs
INC-04294,2025-05-27 16:46:00 [WARN],SRV-001,Insider_Threat,35 hrs
INC-04295,2025-05-14 19:20:00 [WARN],SRV-004, DDoS ,95
INC-04296,2025-06-11 15:45:00 [WARN],SRV-002,Malware_Dropper,58
INC-04297,2025-12-28 04:11:00 [WARN],SRV-001,ransomware,94
INC-04298,2025-01-22 21:15:00 [WARN],SRV-006,Zero_Day,141
INC-04299,2025-07-10_21:18:00 [ERROR],SRV-003,Cross_Site_Scripting,99
INC-04300,2025-12-09 05:41:00 [WARN],SRV-006,Ransomware,79
INC-04301,2025-04-20 18:49:00 [WARN],SRV-007,Malware_Dropper,40
INC-04302,2025-02-05 18:10:00 [WARN],SRV-005, Brute_Force,14
INC-04303,2025-05-22 01:44:00 [WARN],SRV-002,Malware_Dropper,37
INC-04304,2025-09-07 00:27:00 [WARN],SRV-004,Cross_Site_Scripting,122
INC-04305,2025-07-17 07:03:00 [WARN],SRV-001,Ransomware,126
INC-04306,2025-02-14 09:53:00 [WARN],SRV-006, ddos ,92
INC-04307,2025-08-10 19:30:00 [WARN],SRV-007,insider_threat,127
INC-04308,2025-12-30 01:49:00 [WARN],SRV-006, ddos ,91
INC-04309,2025-10-20_18:31:00 [ERROR],SRV-007,Insider_Threat,62
INC-04310,2025-11-29 22:27:00 [WARN],SRV-006,Phishing,53
INC-04311,2025-07-14 00:49:00 [WARN],SRV-007, DDoS ,144
INC-04312,2025-12-28 00:49:00 [WARN],SRV-007,Malware_Dropper,145
INC-04313,2025-10-12_01:58:00 [ERROR],SRV-006,Insider_Threat,41
INC-04314,2025-05-22 14:51:00 [WARN],SRV-004,Ransomware,24
INC-04315,2025-02-16 11:35:00 [WARN],SRV-006,Ransomware,131
INC-04316,2025-01-25 21:14:00 [WARN],SRV-004,Insider_Threat,126
INC-04317,2025-07-08 21:08:00 [WARN],SRV-003,phishing,42
INC-04318,2025-07-28 01:38:00 [WARN],SRV-006,Cross_Site_Scripting,51
INC-04319,2025-02-02_01:49:00 [ERROR],SRV-004,Ransomware,16
INC-04320,2025-11-10 20:58:00 [WARN],SRV-007, DDoS ,40
INC-04321,2025-07-15 02:11:00 [WARN],SRV-008,ransomware,85
INC-04322,2025-05-18 21:45:00 [WARN],SRV-004,Insider_Threat,32
INC-04323,2025-12-28 02:45:00 [WARN],SRV-004,Malware_Dropper,128
INC-04324,2025-07-25 20:59:00 [WARN],SRV-008, DDoS ,134
INC-04325,2025-12-18 16:09:00 [WARN],SRV-008,Malware_Dropper,59
INC-04326,2025-08-25 23:36:00 [WARN],SRV-007,Insider_Threat,116
INC-04327,2025-01-24 08:18:00 [WARN],SRV-008,Ransomware,92
INC-04328,2025-04-09 18:29:00 [WARN],SRV-007,phishing,57
INC-04329,2025-04-10 15:55:00 [WARN],SRV-004,Cross_Site_Scripting,121
INC-04330,2025-03-11 21:11:00 [WARN],SRV-005,Zero_Day,133
INC-04331,2025-01-26 22:40:00 [WARN],SRV-001,Phishing,46
INC-04332,2025-03-03 01:10:00 [WARN],SRV-004,Insider_Threat,141
INC-04333,2025-04-24 22:11:00 [WARN],SRV-006, SQL_Injection ,133 hrs
INC-04334,2025-09-06 23:07:00 [WARN],SRV-003, DDoS ,79
INC-04335,2025-08-12 19:35:00 [WARN],SRV-007,phishing,73
INC-04336,2025-10-14 04:45:00 [WARN],SRV-004, SQL_Injection ,20
INC-04337,2025-09-27 06:31:00 [WARN],SRV-001, DDoS ,44
INC-04338,2025-06-28 14:53:00 [WARN],SRV-006,Malware_Dropper,81
INC-04339,2025-07-02 21:43:00 [WARN],SRV-008, DDoS ,123
INC-04340,2025-10-18 22:04:00 [WARN],SRV-007, DDoS ,65
INC-04341,2025-12-29 16:26:00 [WARN],SRV-008, SQL_Injection ,42
INC-04342,2025-11-18 19:47:00 [WARN],SRV-004,Insider_Threat,55
INC-04343,2025-11-08 09:19:00 [WARN],SRV-006,Ransomware,103
INC-04344,2025-09-18 17:15:00 [WARN],SRV-006, Brute_Force,122
INC-04345,2025-10-17 13:36:00 [WARN],SRV-007, SQL_Injection ,88
INC-04346,2025-07-16 15:23:00 [WARN],SRV-007, SQL_Injection ,100
INC-04347,2025-10-27_20:44:00 [ERROR],SRV-006, SQL_Injection ,13
INC-04348,2025-01-28 01:24:00 [WARN],SRV-001,insider_threat,80
INC-04349,2025-03-31_02:14:00 [ERROR],SRV-001,Phishing,92
INC-04350,2025-08-14 04:21:00 [WARN],SRV-002,Cross_Site_Scripting,76
INC-04351,2025-07-04 10:55:00 [WARN],SRV-008,Insider_Threat,25
INC-04352,2025-12-01 02:59:00 [WARN],SRV-003,Zero_Day,150
